frame_id,tiempo_ms,persona_id,lado,x_hombro,y_hombro,conf_hombro,x_cadera,y_cadera,conf_cadera
33,112.70,1,Izq,873.21,476.98,0.99,866.59,582.96,1.00
33,112.70,2,Izq,1070.25,507.98,0.99,1065.95,594.70,0.99
33,112.70,3,Der,928.63,512.36,0.99,940.14,602.55,0.99
34,145.88,0,Izq,874.17,475.91,0.99,869.93,582.65,0.99
34,145.88,1,Der,683.34,454.60,0.99,697.27,566.62,0.99
34,145.88,2,Izq,1070.91,505.56,0.99,1066.32,593.16,0.99
34,145.88,3,Der,928.57,511.24,0.99,939.86,601.22,0.99
35,125.46,0,Izq,875.70,475.12,0.99,871.39,582.10,0.99
35,125.46,1,Der,682.20,452.80,0.99,696.12,564.27,0.99
35,125.46,2,Izq,1071.70,505.68,0.99,1066.82,592.15,0.99
35,125.46,3,Der,929.40,509.72,0.99,940.85,599.08,0.99
36,122.42,0,Izq,875.72,475.36,0.99,870.93,582.43,0.99
36,122.42,1,Der,681.58,447.76,0.99,696.67,562.38,0.99
36,122.42,2,Izq,1072.30,505.00,0.99,1067.41,591.84,0.99
36,122.42,3,Der,929.99,508.61,0.99,940.88,598.62,0.99
37,114.63,0,Izq,875.31,474.43,0.99,871.13,581.41,0.99
37,114.63,1,Der,681.88,449.39,0.99,696.80,563.05,0.99
37,114.63,2,Izq,1072.40,504.41,0.99,1067.78,591.06,0.99
37,114.63,3,Der,930.45,509.03,0.99,941.73,597.78,0.99
38,132.25,0,Der,808.97,478.43,0.99,828.82,582.13,0.99
38,132.25,1,Der,683.39,448.56,0.99,698.40,562.52,0.99
38,132.25,2,Der,1017.66,508.56,0.99,1033.80,593.61,0.99
38,132.25,3,Der,930.78,507.02,0.99,941.80,595.32,0.99
39,125.49,0,Der,809.75,479.00,0.99,829.43,581.99,0.99
39,125.49,1,Der,688.51,450.70,0.99,701.41,562.66,0.99
39,125.49,2,Izq,1074.14,504.52,0.99,1069.23,591.84,0.99
39,125.49,3,Der,929.90,509.21,0.99,941.60,598.73,0.99
40,117.55,0,Der,687.65,447.64,0.99,701.56,560.93,0.99
40,117.55,1,Der,810.33,478.46,0.99,830.07,582.81,0.99
40,117.55,2,Der,929.51,506.63,0.98,941.18,595.03,0.99
40,117.55,3,Izq,1074.66,504.35,0.99,1069.02,591.66,0.99
41,110.94,0,Der,810.81,478.40,0.99,827.19,581.86,1.00
41,110.94,1,Der,690.58,450.07,0.99,701.90,561.77,0.99
41,110.94,2,Der,1017.02,505.95,0.99,1031.70,597.23,0.99
41,110.94,3,Der,928.48,506.74,0.99,939.77,595.72,0.99
42,147.52,0,Der,809.27,478.38,0.99,828.95,582.03,0.99
42,147.52,1,Der,691.21,450.20,0.99,700.96,561.83,0.99
42,147.52,2,Izq,1075.62,504.02,0.99,1068.41,591.02,0.99
42,147.52,3,Der,926.80,507.72,0.99,939.63,598.63,0.99
43,119.24,0,Der,809.78,478.91,0.99,828.84,582.16,0.99
43,119.24,1,Der,692.39,451.00,0.99,701.04,562.46,0.99
43,119.24,2,Der,1021.84,506.08,0.99,1034.21,592.18,0.99
43,119.24,3,Der,926.81,506.77,0.99,938.95,594.80,0.99
44,133.85,0,Der,809.70,479.26,0.99,826.72,582.29,1.00
44,133.85,1,Der,694.37,449.75,0.99,702.16,562.23,0.99
44,133.85,2,Der,1022.65,505.61,0.99,1035.06,592.45,0.99
44,133.85,3,Der,926.28,506.72,0.99,939.21,595.53,0.99
45,125.12,0,Der,809.47,478.66,0.99,825.95,581.35,1.00
45,125.12,1,Der,694.94,445.21,1.00,704.74,561.77,1.00
45,125.12,2,Der,1021.73,504.58,0.99,1033.85,591.57,0.99
45,125.12,3,Der,921.33,502.25,0.99,934.27,591.61,0.99
46,125.72,0,Der,808.37,478.78,0.99,825.10,581.73,1.00
46,125.72,1,Der,696.50,449.31,0.99,703.04,562.11,0.99
46,125.72,2,Der,1021.51,503.84,0.99,1034.03,590.39,0.99
46,125.72,3,Der,920.94,500.23,0.99,933.75,591.49,0.99
47,130.59,0,Der,695.34,447.80,1.00,704.24,562.38,1.00
47,130.59,1,Der,808.39,479.01,0.99,824.73,581.57,1.00
47,130.59,2,Der,1021.82,501.86,0.99,1034.01,590.35,0.99
47,130.59,3,Der,919.92,499.72,0.99,932.76,589.87,0.99
48,106.49,0,Der,807.60,477.46,0.99,823.55,579.79,1.00
48,106.49,1,Der,696.86,446.04,1.00,705.49,561.04,1.00
48,106.49,2,Der,1023.15,502.15,0.99,1034.04,590.84,0.99
48,106.49,3,Der,917.49,499.98,0.99,930.17,590.75,0.99
49,113.38,0,Der,808.76,477.56,1.00,825.58,580.33,1.00
49,113.38,1,Der,697.73,446.65,1.00,705.73,561.01,1.00
49,113.38,2,Der,1024.07,502.42,0.99,1034.76,590.17,0.99
49,113.38,3,Der,915.20,498.23,0.99,931.40,589.63,0.99
50,111.12,0,Der,808.73,476.73,1.00,825.27,579.32,1.00
50,111.12,1,Der,1024.56,500.92,0.99,1034.81,589.84,0.99
50,111.12,2,Der,698.39,444.91,1.00,706.31,559.59,1.00
50,111.12,3,Der,913.33,498.13,0.99,930.36,590.24,0.99
51,104.56,0,Der,811.84,477.07,1.00,831.20,578.83,1.00
51,104.56,1,Der,1026.10,499.47,0.99,1035.67,589.07,0.99
51,104.56,2,Der,697.77,445.59,1.00,705.33,561.43,1.00
51,104.56,3,Der,912.35,498.12,0.99,929.24,589.15,0.99
52,134.61,0,Der,808.25,475.54,0.99,824.16,577.68,1.00
52,134.61,1,Der,1026.41,498.36,0.99,1036.54,588.45,0.99
52,134.61,2,Der,697.73,449.70,0.99,704.90,564.30,0.99
52,134.61,3,Izq,969.07,494.18,0.99,964.97,587.69,0.99
53,121.61,0,Der,811.09,475.55,1.00,829.64,576.53,1.00
53,121.61,1,Der,1028.14,497.43,0.99,1037.02,588.41,0.99
