frame,person_id,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf
211,0,449,278,0.9967621564865112,413,279,0.9923325777053833,443,336,0.9983599781990051,421,337,0.997527539730072
212,0,449,278,0.9968543648719788,413,279,0.9926365613937378,443,337,0.9984064698219299,421,337,0.9976129531860352
213,0,449,278,0.9966953992843628,413,279,0.9937293529510498,443,337,0.9981634020805359,421,337,0.9975447058677673
214,0,449,279,0.9968030452728271,413,279,0.9941059350967407,443,337,0.9981375932693481,420,338,0.9975467324256897
215,0,449,279,0.9967308044433594,414,279,0.994753360748291,442,338,0.9980913996696472,420,338,0.9976577758789062
216,0,449,279,0.9963486194610596,413,279,0.9956166744232178,443,338,0.9980102181434631,421,338,0.9979110360145569
217,0,449,280,0.9961552023887634,414,279,0.9959157109260559,443,338,0.9978531002998352,421,338,0.9978833794593811
218,0,449,279,0.9963341951370239,414,279,0.9956755042076111,443,338,0.9979156851768494,420,338,0.997798502445221
219,0,449,280,0.996174156665802,413,279,0.9962420463562012,443,338,0.9978907704353333,421,338,0.9979994893074036
220,0,449,280,0.9963405132293701,414,279,0.9961339235305786,443,338,0.9979351758956909,421,338,0.9979690909385681
221,0,449,279,0.9961967468261719,414,279,0.99598228931427,443,338,0.9978675842285156,421,338,0.997905969619751
222,0,448,279,0.9959558844566345,414,279,0.9960765242576599,442,337,0.9977648258209229,420,338,0.9979122281074524
223,0,448,279,0.9960470795631409,413,279,0.9959895014762878,443,338,0.9977719187736511,421,338,0.9978669881820679
224,0,448,279,0.9953559637069702,413,279,0.9959878325462341,443,338,0.9973909854888916,421,338,0.9977297186851501
225,0,448,279,0.99498450756073,413,279,0.9959490299224854,443,338,0.9971997737884521,421,338,0.9976677298545837
226,0,448,279,0.9945122003555298,413,279,0.9957230091094971,443,338,0.9970098733901978,421,338,0.9975627660751343
227,0,448,279,0.994624674320221,413,280,0.9957186579704285,443,338,0.9969689249992371,421,339,0.9974959492683411
228,0,448,279,0.9953035116195679,413,280,0.9957544803619385,443,338,0.9972631931304932,421,339,0.9975639581680298
229,0,448,280,0.9957424998283386,413,280,0.996006429195404,443,339,0.9975195527076721,421,339,0.9977449178695679
230,0,448,280,0.9959271550178528,413,280,0.9954109787940979,443,339,0.9975337982177734,421,339,0.9974986910820007
231,0,448,279,0.9958240985870361,413,280,0.995728075504303,443,339,0.9975343942642212,421,339,0.9976366758346558
