cpu_percent,distancia,fuera_std
21.25555555555556,4m,True
16.688888888888886,4m,False
19.87777777777778,4m,True
14.66111111111111,4m,False
9.816666666666666,4m,True
14.65,4m,False
19.844444444444445,4m,True
6.016666666666667,4m,True
9.816666666666666,4m,True
19.577777777777776,4m,True
16.9,4m,False
11.927777777777775,4m,False
18.36111111111111,4m,False
14.75,4m,False
9.95,4m,False
15.8,4m,False
14.605555555555554,4m,False
11.011111111111113,4m,False
12.5,4m,False
6.077777777777778,4m,True
13.766666666666667,4m,False
10.733333333333333,4m,False
13.616666666666667,4m,False
21.116666666666667,4m,True
14.47777777777778,4m,False
14.766666666666667,4m,False
7.461111111111112,4m,True
13.4,4m,False
23.01111111111111,4m,True
11.788888888888888,4m,False
15.038888888888888,4m,False
7.883333333333334,4m,True
12.788888888888888,4m,False
13.538888888888888,4m,False
15.85,4m,False
15.488888888888887,4m,False
8.838888888888889,4m,True
14.18888888888889,4m,False
17.355555555555554,4m,False
14.4,4m,False
9.833333333333334,4m,True
13.77777777777778,4m,False
14.555555555555555,4m,False
18.45555555555556,4m,False
14.627777777777778,4m,False
13.816666666666666,4m,False
11.116666666666667,4m,False
13.85,4m,False
14.72777777777778,4m,False
12.344444444444443,4m,False
17.483333333333334,4m,False
13.38888888888889,4m,False
12.377777777777778,4m,False
18.316666666666663,4m,False
16.416666666666668,4m,False
8.744444444444445,4m,True
6.25,4m,True
12.666666666666666,4m,False
11.02777777777778,4m,False
11.45,4m,False
9.088888888888889,4m,True
14.172222222222222,4m,False
9.977777777777778,4m,False
6.288888888888889,4m,True
11.494444444444444,4m,False
17.305555555555557,4m,False
15.783333333333337,4m,False
10.533333333333331,4m,False
6.833333333333333,4m,True
8.988888888888889,4m,True
7.338888888888889,4m,True
10.305555555555555,4m,False
15.316666666666666,4m,False
14.644444444444446,4m,False
8.761111111111111,4m,True
11.566666666666666,2m,False
8.077777777777778,2m,True
15.65,2m,False
13.855555555555556,2m,False
7.899999999999999,2m,True
16.938888888888886,2m,False
10.461111111111112,2m,False
15.705555555555556,2m,False
25.466666666666665,2m,True
11.844444444444443,2m,False
16.522222222222222,2m,False
20.966666666666665,2m,True
3.5444444444444443,2m,True
12.661111111111111,2m,False
15.083333333333334,2m,False
25.416666666666668,2m,True
23.73888888888889,2m,True
12.511111111111113,2m,False
11.572222222222225,2m,False
18.905555555555555,2m,False
16.26111111111111,2m,False
15.922222222222224,2m,False
15.97777777777778,2m,False
19.8,2m,True
15.13888888888889,2m,False
16.311111111111114,2m,False
20.38888888888889,2m,True
13.86111111111111,2m,False
16.522222222222222,2m,False
9.68888888888889,2m,True
18.37777777777778,2m,False
12.377777777777778,2m,False
16.01111111111111,2m,False
18.22222222222222,2m,False
17.316666666666666,2m,False
20.83888888888889,2m,True
17.52777777777778,2m,False
14.711111111111112,2m,False
14.63888888888889,2m,False
27.9,2m,True
13.555555555555555,2m,False
13.172222222222222,2m,False
9.56111111111111,2m,True
15.572222222222225,2m,False
8.7,2m,True
10.955555555555556,2m,False
18.822222222222223,2m,False
8.899999999999999,2m,True
12.355555555555556,2m,False
15.994444444444444,2m,False
14.927777777777775,2m,False
11.622222222222222,2m,False
17.533333333333335,2m,False
13.05,2m,False
21.066666666666663,2m,True
25.322222222222223,2m,True
9.11111111111111,2m,True
11.65,2m,False
20.73333333333333,2m,True
17.805555555555557,2m,False
11.56111111111111,2m,False
15.255555555555556,2m,False
12.7,2m,False
11.65,2m,False
13.55,2m,False
22.166666666666668,2m,True
19.65,2m,True
12.727777777777778,2m,False
13.716666666666669,2m,False
13.383333333333333,2m,False
7.355555555555556,2m,True
19.51111111111111,2m,True
16.038888888888888,2m,False
15.3,2m,False
16.16111111111111,2m,False
19.866666666666667,2m,True
22.788888888888888,2m,True
13.122222222222222,2m,False
8.666666666666666,2m,True
13.594444444444443,2m,False
18.78333333333333,2m,False
16.538888888888888,2m,False
17.01111111111111,2m,False
16.58888888888889,2m,False
4.922222222222222,2m,True
14.85,2m,False
13.644444444444444,2m,False
9.95,2m,False
10.094444444444443,2m,False
24.70555555555556,2m,True
13.394444444444444,2m,False
15.994444444444444,2m,False
12.15,2m,False
7.48888888888889,2m,True
13.372222222222222,2m,False
11.766666666666667,2m,False
9.827777777777778,2m,True
10.905555555555557,2m,False
18.15,2m,False
9.766666666666667,2m,True
15.677777777777775,2m,False
15.5,2m,False
8.477777777777778,2m,True
23.03333333333333,2m,True
16.077777777777776,2m,False
17.26111111111111,2m,False
16.433333333333334,2m,False
12.166666666666666,2m,False
7.355555555555556,2m,True
22.022222222222226,2m,True
14.566666666666666,2m,False
17.188888888888886,2m,False
10.738888888888887,2m,False
18.88888888888889,2m,False
11.961111111111112,2m,False
13.577777777777778,2m,False
15.455555555555556,2m,False
14.516666666666667,2m,False
20.977777777777774,2m,True
9.88888888888889,2m,True
